subject_id,subject_cluster,ref_cluster
152427,19,8
152427,18,9
152427,5,10
152427,4,11
152427,7,12
152427,17,13
152427,3,14
152427,8,16
152427,12,17
152427,11,19
214423,12,0
214423,4,2
214423,18,3
214423,2,4
214423,1,5
214423,14,6
214423,15,7
214423,6,8
214423,13,9
214423,3,10
214423,9,11
214423,16,12
214423,11,13
214423,0,14
214423,10,16
214423,7,17
214423,5,19
211720,19,0
211720,16,2
211720,15,3
211720,7,4
211720,11,5
211720,9,6
211720,13,7
211720,8,8
211720,14,9
211720,3,10
211720,18,11
211720,0,12
211720,5,13
211720,4,14
211720,2,16
211720,6,17
211720,12,19
146432,18,0
146432,5,2
146432,1,3
146432,2,4
146432,13,5
146432,9,6
146432,12,7
146432,6,8
146432,10,9
146432,7,10
146432,15,11
146432,16,12
146432,4,13
146432,17,14
146432,11,16
146432,0,17
146432,8,19
107018,18,0
107018,5,2
107018,10,3
107018,17,5
107018,9,6
107018,14,7
107018,15,8
107018,2,9
107018,0,10
107018,16,11
107018,13,12
107018,7,13
107018,8,14
107018,11,16
107018,12,17
107018,3,19
695768,2,0
695768,7,2
695768,6,3
695768,19,4
695768,10,5
695768,0,6
695768,1,7
695768,5,8
695768,13,9
695768,16,10
695768,9,11
695768,17,12
695768,11,13
695768,14,14
695768,18,16
695768,3,17
695768,4,19
208125,8,0
208125,14,2
208125,6,3
208125,19,4
208125,17,5
208125,0,6
208125,2,7
208125,1,8
208125,16,9
208125,4,10
208125,9,11
208125,7,12
208125,3,13
208125,12,14
208125,11,16
208125,5,17
208125,18,19
561444,17,0
561444,1,2
561444,2,3
561444,10,5
561444,9,6
561444,16,7
561444,15,8
561444,5,9
561444,13,10
561444,0,11
561444,12,12
561444,3,13
561444,11,14
561444,19,16
561444,18,17
561444,8,19
548250,1,0
548250,4,2
548250,19,3
548250,16,4
548250,7,5
548250,9,6
548250,6,7
548250,10,8
548250,17,9
548250,0,10
548250,18,11
548250,15,12
548250,8,13
548250,12,14
548250,5,16
548250,11,17
548250,14,19
803240,9,0
803240,5,2
803240,13,3
803240,16,4
803240,17,5
803240,10,6
803240,15,7
803240,3,8
803240,6,9
803240,12,10
803240,18,11
803240,7,12
803240,4,13
803240,2,14
803240,14,16
803240,19,17
803240,8,19
878776,16,0
878776,6,2
878776,7,3
878776,13,4
878776,1,5
878776,8,6
878776,11,7
878776,17,8
878776,19,9
878776,9,10
878776,3,11
878776,4,12
878776,0,13
878776,12,14
878776,14,16
878776,2,17
878776,18,19
654754,16,0
654754,6,2
654754,9,3
654754,8,5
654754,1,6
654754,11,7
654754,12,8
654754,0,9
654754,19,10
654754,17,11
654754,14,12
654754,4,13
654754,13,14
654754,7,16
654754,15,19
190031,10,0
190031,12,2
190031,6,3
190031,11,5
190031,3,6
190031,0,7
190031,5,8
190031,8,9
190031,9,10
190031,17,11
190031,1,12
190031,14,13
190031,4,14
190031,18,16
190031,16,17
105923,7,0
105923,14,2
105923,11,3
105923,19,4
105923,0,5
105923,6,6
105923,10,7
105923,8,8
105923,18,9
105923,17,10
105923,15,11
105923,5,12
105923,1,13
105923,9,14
105923,2,16
105923,16,17
105923,3,19
567052,16,0
567052,6,2
567052,13,3
567052,8,4
567052,7,5
567052,18,6
567052,3,7
567052,19,8
567052,12,9
567052,0,10
567052,1,11
567052,2,12
567052,5,13
567052,11,14
567052,10,16
567052,4,17
567052,17,19
100206,17,0
100206,7,2
100206,3,3
100206,15,4
100206,18,5
100206,11,6
100206,0,7
100206,2,8
100206,8,9
100206,6,10
100206,16,11
100206,4,12
100206,10,13
100206,19,14
100206,13,16
100206,1,17
100206,9,19
687163,0,0
687163,16,2
687163,10,3
687163,3,4
687163,4,5
687163,2,6
687163,11,7
687163,18,8
687163,6,9
687163,5,10
687163,8,11
687163,12,12
687163,14,13
687163,1,14
687163,17,16
687163,13,17
687163,19,19
887373,2,0
887373,17,2
887373,16,3
887373,11,4
887373,3,5
887373,5,6
887373,10,7
887373,14,8
887373,6,9
887373,19,10
887373,0,11
887373,9,12
887373,8,13
887373,1,14
887373,18,16
887373,12,17
887373,15,19
186040,12,0
186040,5,2
186040,11,3
186040,18,4
186040,17,5
186040,14,6
186040,13,7
186040,0,8
186040,15,9
186040,8,10
186040,19,11
186040,10,12
186040,16,13
186040,3,14
186040,1,16
186040,9,17
186040,6,19
126325,13,0
126325,10,2
126325,15,3
126325,7,4
126325,8,5
126325,2,6
126325,11,7
126325,16,8
126325,5,9
126325,9,10
126325,12,11
126325,6,12
126325,4,13
126325,17,14
126325,18,16
126325,0,17
126325,19,19
246133,11,0
246133,15,2
246133,4,3
246133,14,4
246133,12,5
246133,6,6
246133,1,7
246133,18,8
246133,19,9
246133,13,10
246133,10,11
246133,16,12
246133,3,13
246133,7,14
246133,9,16
246133,17,17
246133,0,19
138130,10,2
138130,9,3
138130,3,4
138130,7,5
138130,8,6
138130,13,7
138130,0,8
138130,12,9
138130,11,10
138130,17,11
138130,14,12
138130,1,13
138130,18,14
138130,16,16
138130,5,17
138130,15,19
114823,6,0
114823,14,2
114823,5,3
114823,13,5
114823,17,6
114823,4,7
114823,19,8
114823,8,9
114823,11,10
114823,9,11
114823,7,12
114823,10,13
114823,16,14
114823,18,16
114823,0,17
114823,15,19
198249,19,0
198249,0,2
198249,1,3
198249,16,4
198249,2,5
198249,10,6
198249,5,7
198249,18,8
198249,11,9
198249,4,10
198249,17,11
198249,15,12
198249,9,13
198249,8,14
198249,7,16
198249,13,17
198249,12,19
737960,0,0
737960,14,2
737960,17,3
737960,13,4
737960,8,5
737960,9,6
737960,11,7
737960,18,8
737960,3,9
737960,5,10
737960,16,11
737960,6,12
737960,7,13
737960,1,14
737960,10,16
737960,2,17
737960,15,19
996782,7,0
996782,2,2
996782,5,3
996782,6,4
996782,16,5
996782,11,6
996782,4,7
996782,17,8
996782,3,9
996782,13,10
996782,15,11
996782,9,12
996782,1,13
996782,0,14
996782,12,16
996782,8,17
996782,10,19
759869,2,0
759869,6,2
759869,19,3
759869,16,4
759869,7,5
759869,10,6
759869,5,7
759869,11,8
759869,4,9
759869,15,10
759869,8,11
759869,17,12
759869,1,13
759869,0,14
759869,18,16
759869,13,17
759869,9,19
152831,4,0
152831,9,2
152831,11,3
152831,6,4
152831,14,5
152831,3,6
152831,2,7
152831,8,8
152831,12,9
152831,15,10
152831,5,11
152831,18,12
152831,7,13
152831,1,14
152831,10,16
152831,16,17
152831,0,19
186848,6,2
186848,9,3
186848,1,4
186848,2,5
186848,3,6
186848,18,7
186848,0,8
186848,12,9
186848,5,10
186848,19,11
186848,7,12
186848,13,13
186848,16,14
186848,8,16
186848,14,17
186848,10,19
105014,4,0
105014,16,2
105014,3,3
105014,12,4
105014,19,5
105014,10,6
105014,1,7
105014,5,8
105014,8,9
105014,2,10
105014,18,11
105014,9,12
105014,11,13
105014,0,14
105014,15,16
105014,17,17
105014,14,19
189349,11,0
189349,19,2
189349,14,3
189349,18,4
189349,2,5
189349,7,6
189349,0,7
189349,15,8
189349,1,9
189349,9,10
189349,10,11
189349,16,12
189349,17,13
189349,8,14
189349,13,16
189349,4,17
189349,12,19
206525,19,0
206525,4,2
206525,5,3
206525,13,4
206525,1,5
206525,0,6
206525,14,7
206525,18,8
206525,12,9
206525,9,10
206525,11,11
206525,7,12
206525,16,13
206525,3,14
206525,15,16
206525,8,17
206525,2,19
547046,2,0
547046,14,2
547046,12,3
547046,17,4
547046,10,5
547046,15,6
547046,5,7
547046,9,8
547046,11,9
547046,0,10
547046,6,11
547046,19,12
547046,3,13
547046,16,14
547046,13,16
547046,18,17
547046,4,19
141422,6,0
141422,18,2
141422,4,3
141422,14,5
141422,2,6
141422,17,7
141422,12,8
141422,19,9
141422,10,10
141422,11,11
141422,8,12
141422,7,13
141422,16,14
141422,1,16
141422,13,17
492754,17,0
492754,14,2
492754,0,3
492754,3,4
492754,1,5
492754,19,6
492754,2,7
492754,8,8
492754,11,9
492754,9,10
492754,7,11
492754,4,12
492754,6,13
492754,15,14
492754,5,16
492754,12,17
492754,10,19
904044,12,0
904044,3,2
904044,0,3
904044,11,5
904044,15,7
904044,5,8
904044,2,9
904044,13,10
904044,4,11
904044,1,12
904044,16,13
904044,9,14
904044,19,16
904044,7,17
904044,18,19
559457,11,2
559457,13,3
559457,5,4
559457,2,5
559457,17,6
559457,14,7
559457,1,8
559457,18,9
559457,10,10
559457,16,11
559457,6,12
559457,15,13
559457,3,14
559457,0,16
559457,12,17
